number,title,source,title_lower,has_erc20,has_erc721,has_erc1155,has_safemath,has_accesscontrol,has_governor,has_ownable,has_proxy,has_timelock,has_merkle,op_transfer,op_approve,op_mint,op_burn,op_initialize,op_deploy,op_upgrade,op_delegatecall,op_verify,op_validate
3684,Fix: typo & grammar,fix,fix: typo & grammar,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3677,Fix typos,fix,fix typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3672,fix: detailed explanation of what a function does,fix,fix: detailed explanation of what a function does,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3671,fix: detailed explanation of what a function does,fix,fix: detailed explanation of what a function does,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3668,"Fix grammar, wording, and typos in changelog",fix,"fix grammar, wording, and typos in changelog",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3667,fix/addons,fix,fix/addons,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3660,Add Infix Notation Expression Evaluation Utility,fix,add infix notation expression evaluation utility,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3645,Fix wording and grammar in docs,fix,fix wording and grammar in docs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3630,Fix typo in CHANGELOG,fix,fix typo in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3621,Remove the draft prefix for EIP712 as it is now final,fix,remove the draft prefix for eip712 as it is now final,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3615,"AccessControl report bug: TypeError: Member ""toHexString"" not found or not visible after argument-dependent lookup in type(library Strings).",bug,"accesscontrol report bug: typeerror: member ""tohexstring"" not found or not visible after argument-dependent lookup in type(library strings).",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3613,Fix misspelling in comment,fix,fix misspelling in comment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3610,Fix ECDSA signature malleability,fix,fix ecdsa signature malleability,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3609,fix _verify function in utilities.adoc,fix,fix _verify function in utilities.adoc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3578,Fix arbitrum L1 to L2 crosschain call detection,fix,fix arbitrum l1 to l2 crosschain call detection,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3574,Grammatical fixes in `README.md`,fix,grammatical fixes in `readme.md`,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3567,Fix error in documentation and typo,fix,fix error in documentation and typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3552,Fix issues caused by abi.decode reverting,fix,fix issues caused by abi.decode reverting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3537,Fix broken forum URL,fix,fix broken forum url,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3522,Fixed typos in `Math`: `sqrt` function.,fix,fixed typos in `math`: `sqrt` function.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3519,Fix changelog,fix,fix changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3518,Fixing comment typo for ERC4626,fix,fixing comment typo for erc4626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3510,Minor wording fixes `ERC4626` contract,fix,minor wording fixes `erc4626` contract,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3461,fix typos in timelock test,fix,fix typos in timelock test,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3453,Fix typo in crosschain.adoc,fix,fix typo in crosschain.adoc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3446,Fix merkle multiProof for single leaf tree,fix,fix merkle multiproof for single leaf tree,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3428,Fix typo causing broken URL in ERC20Snapshot comment (#3427),fix,fix typo causing broken url in erc20snapshot comment (#3427),True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3419,Fix minor typo in IERC1155 and IERC721 docs,fix,fix minor typo in ierc1155 and ierc721 docs,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3413,Fix return parameter,fix,fix return parameter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3408,Fix spelling and grammar in comments,fix,fix spelling and grammar in comments,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3404,Bug in MainNet ERC20,bug,bug in mainnet erc20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3387,Fix links in documentation,fix,fix links in documentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3382,fix Memory-Safe Assembly#3336 in ECDSA.sol file,fix,fix memory-safe assembly#3336 in ecdsa.sol file,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3364,Fix changelog merge issue,fix,fix changelog merge issue,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3351,Fix ERC777 link,fix,fix erc777 link,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3341,Fix typo in CHANGELOG,fix,fix typo in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3333,Fix deprecated expectEvent.inLogs #3332,fix,fix deprecated expectevent.inlogs #3332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3306,fix transpilation of the crosschain mocks,fix,fix transpilation of the crosschain mocks,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3289,Bug: contracts/*.json files are not being bundled with npm package,bug,bug: contracts/*.json files are not being bundled with npm package,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3284,Fix minor typo in CONTRIBUTING.md.,fix,fix minor typo in contributing.md.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3274,Fix many spelling errors,fix,fix many spelling errors,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3264,typo fixed,fix,typo fixed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3241,Fix camel case,fix,fix camel case,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3214,ERC721RoyaltyUpgradeable Usage Bug,bug,erc721royaltyupgradeable usage bug,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3207,Fix typos,fix,fix typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3191,Fix typo in CHANGELOG,fix,fix typo in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3187,Fix wording inconsistency between amount and value,fix,fix wording inconsistency between amount and value,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3186,Fix grammar typo in doc,fix,fix grammar typo in doc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3169,Fix,fix,fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3156,fix issue #3155,fix,fix issue #3155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3151,Fix typo in retrieval of onERC721Received selector,fix,fix typo in retrieval of onerc721received selector,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3138,Fix typo in CHANGELOG,fix,fix typo in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3135,Fix typo in CHANGELOG,fix,fix typo in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3130,Fix use of ^ (xor) instead of ** (power),fix,fix use of ^ (xor) instead of ** (power),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3129,Fix exponentiation in the ERC20 Documentation.,fix,fix exponentiation in the erc20 documentation.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3115,Fix ERC721 usage example,fix,fix erc721 usage example,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3114,Fix broken pull request links in change log,fix,fix broken pull request links in change log,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3111,Fix broken pull request links in change log,fix,fix broken pull request links in change log,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3100,Fix encoding of signature+calldata in GovernorCompatibilityBravo,fix,fix encoding of signature+calldata in governorcompatibilitybravo,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3086,Fix _checkpointsLookup documentation,fix,fix _checkpointslookup documentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3075,Fix typos,fix,fix typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3068,Fix ERC721 usage example in docs,fix,fix erc721 usage example in docs,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3051,Fix issue #3050,fix,fix issue #3050,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3039,Fix memory leak in merkle verification,fix,fix memory leak in merkle verification,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3016,Fix typo,fix,fix typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3014,Fix/total supply 3013,fix,fix/total supply 3013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3005,Fix a typo in erc20-supply.adoc,fix,fix a typo in erc20-supply.adoc,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2992,Fix typo,fix,fix typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2976,Fix IGovernorTimelock,fix,fix igovernortimelock,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2975,Fixed confusing require() string,fix,fixed confusing require() string,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2960,Fix Timelock Controller description typo,fix,fix timelock controller description typo,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2957,Fix typos in GovernorSettings,fix,fix typos in governorsettings,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2956,Fix ERC1155 supply tracking,fix,fix erc1155 supply tracking,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2951,Fix typo and reframed a sentence in governance doc,fix,fix typo and reframed a sentence in governance doc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2942,`ERC20PresetFixedSupply` may have tokens minted,fix,`erc20presetfixedsupply` may have tokens minted,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2941,`ERC20PresetFixedSupply` does not have fixed supply,fix,`erc20presetfixedsupply` does not have fixed supply,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2934,fix markdown rendering in utilities.adoc,fix,fix markdown rendering in utilities.adoc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2919,Fix typo in comment,fix,fix typo in comment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2913,Documentation problem,problem,documentation problem,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2886,Bug: Governor state ,bug,bug: governor state ,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2881,Fix typo in doc of SignatureChecker,fix,fix typo in doc of signaturechecker,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2879,Fix typo in GovernorCountingSimple,fix,fix typo in governorcountingsimple,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2853,Bug: ERC20 tokens sent to paymentsplitter.sol will be lost. ,bug,bug: erc20 tokens sent to paymentsplitter.sol will be lost. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2852,Fix EIP712 for delegatecalls,fix,fix eip712 for delegatecalls,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2835,Fixed a typo,fix,fixed a typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2824,Fix typos in Governor documentation comments,fix,fix typos in governor documentation comments,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2821,Update ERC20PresetFixedSupply.sol,fix,update erc20presetfixedsupply.sol,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2814,Fix inconsistencies in contract/test hierachy,fix,fix inconsistencies in contract/test hierachy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2798,Remove all underbar prefix for function parameters,fix,remove all underbar prefix for function parameters,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2792,"ERC-721 implementation uses static calls of override functions, and can cause problems when subclassed",problem,"erc-721 implementation uses static calls of override functions, and can cause problems when subclassed",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2775,fix yellowpaper reference,fix,fix yellowpaper reference,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2764,fix small typo in erc20 docs,fix,fix small typo in erc20 docs,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2755,Fix two minor typos,fix,fix two minor typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2747,A fixed supply ERC20 token that use an immutable for `totalSupply`.,fix,a fixed supply erc20 token that use an immutable for `totalsupply`.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2737,Fix misleading comments,fix,fix misleading comments,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2723,Fix typos,fix,fix typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2722,Fix function ordering in ERC1967Upgrades,fix,fix function ordering in erc1967upgrades,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2694,Fix the ERC721 link in the ERC1155 doc,fix,fix the erc721 link in the erc1155 doc,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2667,Fix whitespace in ERC777 ,fix,fix whitespace in erc777 ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2660,Fix typo in comment,fix,fix typo in comment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2658,Comment fixes,fix,comment fixes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2653,Fix `ERC721._beforeTokenTransfer` docs,fix,fix `erc721._beforetokentransfer` docs,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2648,Fix typo in _mint() contracts/token/ERC20/ERC20.sol:,fix,fix typo in _mint() contracts/token/erc20/erc20.sol:,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2626,Fix merge issue in CHANGELOG.md,fix,fix merge issue in changelog.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2585,Fix MerkleProof generation in tests and add some documentation,fix,fix merkleproof generation in tests and add some documentation,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2579,Fix docs formatting in IERC20Permit,fix,fix docs formatting in ierc20permit,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2572,Fix AccessControlEnumerable not tracking renounceRole,fix,fix accesscontrolenumerable not tracking renouncerole,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2548,Fix mentions of buidler,fix,fix mentions of buidler,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2526,Apparent Bug in ERC721 Transfer Event,bug,apparent bug in erc721 transfer event,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2525,Fixed keccak256 typo,fix,fixed keccak256 typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2519,Fix npm package artifacts broken since migration to Hardhat,fix,fix npm package artifacts broken since migration to hardhat,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2483,Fix ERC777 potential reentrancy issues,fix,fix erc777 potential reentrancy issues,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2448,Bug in ERC20PresetMinterPauserUpgradeable - symbol is not initialized,bug,bug in erc20presetminterpauserupgradeable - symbol is not initialized,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
2401,Fix ERC1155 URI example,fix,fix erc1155 uri example,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2399,Add ERC20 and ERC777 fixed supply presets #2377,fix,add erc20 and erc777 fixed supply presets #2377,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2396,Fix/solc 0.7.4 warnings #2391,fix,fix/solc 0.7.4 warnings #2391,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2377,Add ERC20 and ERC777 presets with fixed supply,fix,add erc20 and erc777 presets with fixed supply,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2372,Fixed comment typo,fix,fixed comment typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2364,Fix typos in ERC20 docs,fix,fix typos in erc20 docs,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2358,Fix function state mutability warning,fix,fix function state mutability warning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2352,Fixed a grammatical error in a comment,fix,fixed a grammatical error in a comment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2350,Fix test on TokenVesting draft,fix,fix test on tokenvesting draft,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2343,Fix typos,fix,fix typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2338,Minor typo and grammar fixes for docs,fix,minor typo and grammar fixes for docs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2334,Fix/improve test description #1157,fix,fix/improve test description #1157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2329,Fixed sidebar reference in README.md,fix,fixed sidebar reference in readme.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2328,Fix ERC20Snapshot#_beforeTokenTransfer during mint,fix,fix erc20snapshot#_beforetokentransfer during mint,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2327,Fix function state mutability warning,fix,fix function state mutability warning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2325,"Fixing link for ""How to to implement supply mechanisms"" in ERC20.sol [currently will open broken link in vs code]",fix,"fixing link for ""how to to implement supply mechanisms"" in erc20.sol [currently will open broken link in vs code]",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2324,chore: fix code style parameters in Event,fix,chore: fix code style parameters in event,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2322,Bug in ERC20 Token,bug,bug in erc20 token,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2307,Fix comment reference for function hash,fix,fix comment reference for function hash,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2292,Fixes broken link in ERC20 comment.,fix,fixes broken link in erc20 comment.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2290,typo fix: forwared -> forwarded,fix,typo fix: forwared -> forwarded,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2282,Add to ERC1155 doc and minor fixes,fix,add to erc1155 doc and minor fixes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2275,Fix docs links to overloaded functions,fix,fix docs links to overloaded functions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2266,fix wrong version,fix,fix wrong version,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2265,Create Fixed Point Signed Safe Library,fix,create fixed point signed safe library,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2251,Fix multiplication overflow of int256,fix,fix multiplication overflow of int256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2233,Fixed typo in ERC20PresetMinterPauser,fix,fixed typo in erc20presetminterpauser,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2220,Fix SafeERC20.safeApprove,fix,fix safeerc20.safeapprove,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2192,ERC721 deploy ready fixes,fix,erc721 deploy ready fixes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2191,"Add missing hook to ERC777, fix relevant documentation",fix,"add missing hook to erc777, fix relevant documentation",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2184,Fix IERC777 documentation,fix,fix ierc777 documentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2171,Fix ReentrancyGuard for Proxy Pattern,fix,fix reentrancyguard for proxy pattern,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2159,"Fix typo in changelog, replace burn(owner) with burn(tokenId)",fix,"fix typo in changelog, replace burn(owner) with burn(tokenid)",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2153,Fix broken xrefs,fix,fix broken xrefs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2141,Fix display of array arguments in documentation,fix,fix display of array arguments in documentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2115,Fix deprecation warnings,fix,fix deprecation warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2091,Fix `operatorBurn` description typo.,fix,fix `operatorburn` description typo.,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2069,Fix EnumerableSetMock for 2.5.rc1,fix,fix enumerablesetmock for 2.5.rc1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2053,Fix link to GSN overview,fix,fix link to gsn overview,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2026,Update crowdsales.adoc fix invalid conversion,fix,update crowdsales.adoc fix invalid conversion,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,Fix/improve revert reason #1727,fix,fix/improve revert reason #1727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,Fix documentation previews in pull requests,fix,fix documentation previews in pull requests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,Fix broken crossreference links,fix,fix broken crossreference links,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1983,typo fixes,fix,typo fixes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1969,Fixes dead link in Readme.,fix,fixes dead link in readme.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1950,Fix for error too long issue,fix,fix for error too long issue,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1944,doc.fix(test/TESTING.md): few wordings and mention Truffle,fix,doc.fix(test/testing.md): few wordings and mention truffle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1939,doc:fix folder name of unit test,fix,doc:fix folder name of unit test,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1929,Fix the GSNBouncerERC20Fee token decimals to 18,fix,fix the gsnbouncererc20fee token decimals to 18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1920,GSNSignatureBouncer fix,fix,gsnsignaturebouncer fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1915,Fix bouncer signature tests,fix,fix bouncer signature tests,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1911,Fixing really minor typo in ERC20.sol,fix,fixing really minor typo in erc20.sol,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1891,Fix Part 2 : renamed inconsistent identifier/variables names.,fix,fix part 2 : renamed inconsistent identifier/variables names.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1890,Fix/added get approved tests#1148 2,fix,fix/added get approved tests#1148 2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1889,Fix/roles revamp #1772,fix,fix/roles revamp #1772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1877,Fixing CONTRIBUTING.md with runnable linting instructions,fix,fixing contributing.md with runnable linting instructions,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1856,Fix code sample in Access Control guide,fix,fix code sample in access control guide,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1849,TimedCrowdsale validation bug,bug,timedcrowdsale validation bug,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1836,Update bug_report.md,bug,update bug_report.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1820,Fix Part 1 : added tests for getApproved,fix,fix part 1 : added tests for getapproved,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1816,Fix/add erc721 safe mint safe transfer from #1736,fix,fix/add erc721 safe mint safe transfer from #1736,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1814,fix value typo in ERC721.sol,fix,fix value typo in erc721.sol,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1811,fix link to ERC721 guide,fix,fix link to erc721 guide,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1808,Fix Typo,fix,fix typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1804,Fix/chai.expect for chai.should,fix,fix/chai.expect for chai.should,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1801,Fix Typo,fix,fix typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1797,Fix errors in ERC777 docstrings,fix,fix errors in erc777 docstrings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1785,fixed small typo in utilities.md,fix,fixed small typo in utilities.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1768,Fix spelling mistake in ERC20Burnable.sol,fix,fix spelling mistake in erc20burnable.sol,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
