number,title,source,title_lower,has_erc20,has_erc721,has_erc1155,has_safemath,has_accesscontrol,has_governor,has_ownable,has_proxy,has_timelock,has_merkle,op_transfer,op_approve,op_mint,op_burn,op_initialize,op_deploy,op_upgrade,op_delegatecall,op_verify,op_validate,is_bug_related,dasp_category,confidence
3957,Fix wrong PR `CHANGELOG` link,fix,fix wrong pr `changelog` link,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3948,Fix governance tutorial contract,fix,fix governance tutorial contract,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3921,Fix ERC20._update,fix,fix erc20._update,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,2.0
3916,Fix docs for Math.log256,fix,fix docs for math.log256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
3901,Fix links to Wizard,fix,fix links to wizard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3899,Fix typos in testing files,fix,fix typos in testing files,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3832,Fix whitespace in docs,fix,fix whitespace in docs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
3822,"Fixed GPLQ spec, all rules passing",fix,"fixed gplq spec, all rules passing",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3806,Fix outdated docs about timelock admin,fix,fix outdated docs about timelock admin,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
3793,Remove the draft prefix to ERC20Permit,fix,remove the draft prefix to erc20permit,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
3791,Security fixes for contracts using Solidity v0.7?,fix,security fixes for contracts using solidity v0.7?,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3790,Remove the draft prefix for `ERC20Permit` and `IERC20Permit` as it is now final,fix,remove the draft prefix for `erc20permit` and `ierc20permit` as it is now final,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,2.0
3782,grammar fix,fix,grammar fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3779,few typo fixes,fix,few typo fixes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3778,Fix comment in ERC721Consecutive,fix,fix comment in erc721consecutive,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
3765,fixed confusing comment,fix,fixed confusing comment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3752,typo fix,fix,typo fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3748,Use unchecked in ERC20Votes and fix typo,fix,use unchecked in erc20votes and fix typo,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,2.0
3747,Fix typo in a comment,fix,fix typo in a comment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3741,"Fix typos, improve wording and punctuation.",fix,"fix typos, improve wording and punctuation.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3732,Fix incorrect issue number in CHANGELOG,fix,fix incorrect issue number in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3728,Fixes broken link,fix,fixes broken link,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3716,Fix fuzzing coverage,fix,fix fuzzing coverage,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3710,Fix issue number in CHANGELOG,fix,fix issue number in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3685,Fix relevant warnings,fix,fix relevant warnings,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3684,Fix: typo & grammar,fix,fix: typo & grammar,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3677,Fix typos,fix,fix typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3672,fix: detailed explanation of what a function does,fix,fix: detailed explanation of what a function does,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3671,fix: detailed explanation of what a function does,fix,fix: detailed explanation of what a function does,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3668,"Fix grammar, wording, and typos in changelog",fix,"fix grammar, wording, and typos in changelog",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3667,fix/addons,fix,fix/addons,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
3660,Add Infix Notation Expression Evaluation Utility,fix,add infix notation expression evaluation utility,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
3645,Fix wording and grammar in docs,fix,fix wording and grammar in docs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
3630,Fix typo in CHANGELOG,fix,fix typo in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3621,Remove the draft prefix for EIP712 as it is now final,fix,remove the draft prefix for eip712 as it is now final,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5
3615,"AccessControl report bug: TypeError: Member ""toHexString"" not found or not visible after argument-dependent lookup in type(library Strings).",bug,"accesscontrol report bug: typeerror: member ""tohexstring"" not found or not visible after argument-dependent lookup in type(library strings).",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,1.5
3613,Fix misspelling in comment,fix,fix misspelling in comment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3610,Fix ECDSA signature malleability,fix,fix ecdsa signature malleability,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3609,fix _verify function in utilities.adoc,fix,fix _verify function in utilities.adoc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,未分类,0.5
3578,Fix arbitrum L1 to L2 crosschain call detection,fix,fix arbitrum l1 to l2 crosschain call detection,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3574,Grammatical fixes in `README.md`,fix,grammatical fixes in `readme.md`,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3567,Fix error in documentation and typo,fix,fix error in documentation and typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
3552,Fix issues caused by abi.decode reverting,fix,fix issues caused by abi.decode reverting,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未检查的返回值,1.5
3537,Fix broken forum URL,fix,fix broken forum url,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3522,Fixed typos in `Math`: `sqrt` function.,fix,fixed typos in `math`: `sqrt` function.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
3519,Fix changelog,fix,fix changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3518,Fixing comment typo for ERC4626,fix,fixing comment typo for erc4626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3510,Minor wording fixes `ERC4626` contract,fix,minor wording fixes `erc4626` contract,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3461,fix typos in timelock test,fix,fix typos in timelock test,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5
3453,Fix typo in crosschain.adoc,fix,fix typo in crosschain.adoc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
3446,Fix merkle multiProof for single leaf tree,fix,fix merkle multiproof for single leaf tree,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.5
3428,Fix typo causing broken URL in ERC20Snapshot comment (#3427),fix,fix typo causing broken url in erc20snapshot comment (#3427),True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
3419,Fix minor typo in IERC1155 and IERC721 docs,fix,fix minor typo in ierc1155 and ierc721 docs,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
3413,Fix return parameter,fix,fix return parameter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3408,Fix spelling and grammar in comments,fix,fix spelling and grammar in comments,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3404,Bug in MainNet ERC20,bug,bug in mainnet erc20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
3387,Fix links in documentation,fix,fix links in documentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
3382,fix Memory-Safe Assembly#3336 in ECDSA.sol file,fix,fix memory-safe assembly#3336 in ecdsa.sol file,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,拒绝服务,1.5
3364,Fix changelog merge issue,fix,fix changelog merge issue,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3351,Fix ERC777 link,fix,fix erc777 link,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3341,Fix typo in CHANGELOG,fix,fix typo in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3333,Fix deprecated expectEvent.inLogs #3332,fix,fix deprecated expectevent.inlogs #3332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3306,fix transpilation of the crosschain mocks,fix,fix transpilation of the crosschain mocks,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3289,Bug: contracts/*.json files are not being bundled with npm package,bug,bug: contracts/*.json files are not being bundled with npm package,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3284,Fix minor typo in CONTRIBUTING.md.,fix,fix minor typo in contributing.md.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3274,Fix many spelling errors,fix,fix many spelling errors,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3264,typo fixed,fix,typo fixed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3241,Fix camel case,fix,fix camel case,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3214,ERC721RoyaltyUpgradeable Usage Bug,bug,erc721royaltyupgradeable usage bug,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,未知函数调用,2.0
3207,Fix typos,fix,fix typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3191,Fix typo in CHANGELOG,fix,fix typo in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3187,Fix wording inconsistency between amount and value,fix,fix wording inconsistency between amount and value,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3186,Fix grammar typo in doc,fix,fix grammar typo in doc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
3169,Fix,fix,fix,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3156,fix issue #3155,fix,fix issue #3155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3151,Fix typo in retrieval of onERC721Received selector,fix,fix typo in retrieval of onerc721received selector,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
3138,Fix typo in CHANGELOG,fix,fix typo in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3135,Fix typo in CHANGELOG,fix,fix typo in changelog,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3130,Fix use of ^ (xor) instead of ** (power),fix,fix use of ^ (xor) instead of ** (power),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3129,Fix exponentiation in the ERC20 Documentation.,fix,fix exponentiation in the erc20 documentation.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
3115,Fix ERC721 usage example,fix,fix erc721 usage example,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
3114,Fix broken pull request links in change log,fix,fix broken pull request links in change log,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3111,Fix broken pull request links in change log,fix,fix broken pull request links in change log,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3100,Fix encoding of signature+calldata in GovernorCompatibilityBravo,fix,fix encoding of signature+calldata in governorcompatibilitybravo,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3086,Fix _checkpointsLookup documentation,fix,fix _checkpointslookup documentation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
3075,Fix typos,fix,fix typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3068,Fix ERC721 usage example in docs,fix,fix erc721 usage example in docs,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
3051,Fix issue #3050,fix,fix issue #3050,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3039,Fix memory leak in merkle verification,fix,fix memory leak in merkle verification,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,拒绝服务,1.5
3016,Fix typo,fix,fix typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3014,Fix/total supply 3013,fix,fix/total supply 3013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
3005,Fix a typo in erc20-supply.adoc,fix,fix a typo in erc20-supply.adoc,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
2992,Fix typo,fix,fix typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2976,Fix IGovernorTimelock,fix,fix igovernortimelock,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5
2975,Fixed confusing require() string,fix,fixed confusing require() string,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2960,Fix Timelock Controller description typo,fix,fix timelock controller description typo,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,1.5
2957,Fix typos in GovernorSettings,fix,fix typos in governorsettings,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2956,Fix ERC1155 supply tracking,fix,fix erc1155 supply tracking,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
2951,Fix typo and reframed a sentence in governance doc,fix,fix typo and reframed a sentence in governance doc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
2942,`ERC20PresetFixedSupply` may have tokens minted,fix,`erc20presetfixedsupply` may have tokens minted,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,算术问题,2.0
2941,`ERC20PresetFixedSupply` does not have fixed supply,fix,`erc20presetfixedsupply` does not have fixed supply,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
2934,fix markdown rendering in utilities.adoc,fix,fix markdown rendering in utilities.adoc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2919,Fix typo in comment,fix,fix typo in comment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2913,Documentation problem,problem,documentation problem,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.0
2886,Bug: Governor state ,bug,bug: governor state ,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2881,Fix typo in doc of SignatureChecker,fix,fix typo in doc of signaturechecker,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
2879,Fix typo in GovernorCountingSimple,fix,fix typo in governorcountingsimple,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2853,Bug: ERC20 tokens sent to paymentsplitter.sol will be lost. ,bug,bug: erc20 tokens sent to paymentsplitter.sol will be lost. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
2852,Fix EIP712 for delegatecalls,fix,fix eip712 for delegatecalls,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,未知函数调用,2.5
2835,Fixed a typo,fix,fixed a typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2824,Fix typos in Governor documentation comments,fix,fix typos in governor documentation comments,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
2821,Update ERC20PresetFixedSupply.sol,fix,update erc20presetfixedsupply.sol,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,操纵区块时间戳,2.0
2814,Fix inconsistencies in contract/test hierachy,fix,fix inconsistencies in contract/test hierachy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2798,Remove all underbar prefix for function parameters,fix,remove all underbar prefix for function parameters,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2792,"ERC-721 implementation uses static calls of override functions, and can cause problems when subclassed",problem,"erc-721 implementation uses static calls of override functions, and can cause problems when subclassed",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,1.0
2775,fix yellowpaper reference,fix,fix yellowpaper reference,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2764,fix small typo in erc20 docs,fix,fix small typo in erc20 docs,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
2755,Fix two minor typos,fix,fix two minor typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2747,A fixed supply ERC20 token that use an immutable for `totalSupply`.,fix,a fixed supply erc20 token that use an immutable for `totalsupply`.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
2737,Fix misleading comments,fix,fix misleading comments,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2723,Fix typos,fix,fix typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2722,Fix function ordering in ERC1967Upgrades,fix,fix function ordering in erc1967upgrades,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,未知函数调用,1.5
2694,Fix the ERC721 link in the ERC1155 doc,fix,fix the erc721 link in the erc1155 doc,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
2667,Fix whitespace in ERC777 ,fix,fix whitespace in erc777 ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2660,Fix typo in comment,fix,fix typo in comment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2658,Comment fixes,fix,comment fixes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2653,Fix `ERC721._beforeTokenTransfer` docs,fix,fix `erc721._beforetokentransfer` docs,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
2648,Fix typo in _mint() contracts/token/ERC20/ERC20.sol:,fix,fix typo in _mint() contracts/token/erc20/erc20.sol:,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,算术问题,2.0
2626,Fix merge issue in CHANGELOG.md,fix,fix merge issue in changelog.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2585,Fix MerkleProof generation in tests and add some documentation,fix,fix merkleproof generation in tests and add some documentation,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
2579,Fix docs formatting in IERC20Permit,fix,fix docs formatting in ierc20permit,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
2572,Fix AccessControlEnumerable not tracking renounceRole,fix,fix accesscontrolenumerable not tracking renouncerole,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,访问控制问题,2.5
2548,Fix mentions of buidler,fix,fix mentions of buidler,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2526,Apparent Bug in ERC721 Transfer Event,bug,apparent bug in erc721 transfer event,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,算术问题,2.0
2525,Fixed keccak256 typo,fix,fixed keccak256 typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2519,Fix npm package artifacts broken since migration to Hardhat,fix,fix npm package artifacts broken since migration to hardhat,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2483,Fix ERC777 potential reentrancy issues,fix,fix erc777 potential reentrancy issues,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,重入攻击,1.5
2448,Bug in ERC20PresetMinterPauserUpgradeable - symbol is not initialized,bug,bug in erc20presetminterpauserupgradeable - symbol is not initialized,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,错误的构造器命名,3.0
2401,Fix ERC1155 URI example,fix,fix erc1155 uri example,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
2399,Add ERC20 and ERC777 fixed supply presets #2377,fix,add erc20 and erc777 fixed supply presets #2377,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,2.0
2396,Fix/solc 0.7.4 warnings #2391,fix,fix/solc 0.7.4 warnings #2391,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2377,Add ERC20 and ERC777 presets with fixed supply,fix,add erc20 and erc777 presets with fixed supply,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,2.0
2372,Fixed comment typo,fix,fixed comment typo,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2364,Fix typos in ERC20 docs,fix,fix typos in erc20 docs,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,1.0
2358,Fix function state mutability warning,fix,fix function state mutability warning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2352,Fixed a grammatical error in a comment,fix,fixed a grammatical error in a comment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2350,Fix test on TokenVesting draft,fix,fix test on tokenvesting draft,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2343,Fix typos,fix,fix typos,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2338,Minor typo and grammar fixes for docs,fix,minor typo and grammar fixes for docs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,非Bug相关,0.5
2334,Fix/improve test description #1157,fix,fix/improve test description #1157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2329,Fixed sidebar reference in README.md,fix,fixed sidebar reference in readme.md,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2328,Fix ERC20Snapshot#_beforeTokenTransfer during mint,fix,fix erc20snapshot#_beforetokentransfer during mint,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,算术问题,2.0
2327,Fix function state mutability warning,fix,fix function state mutability warning,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2325,"Fixing link for ""How to to implement supply mechanisms"" in ERC20.sol [currently will open broken link in vs code]",fix,"fixing link for ""how to to implement supply mechanisms"" in erc20.sol [currently will open broken link in vs code]",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
2324,chore: fix code style parameters in Event,fix,chore: fix code style parameters in event,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2322,Bug in ERC20 Token,bug,bug in erc20 token,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
2307,Fix comment reference for function hash,fix,fix comment reference for function hash,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2292,Fixes broken link in ERC20 comment.,fix,fixes broken link in erc20 comment.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,1.0
2290,typo fix: forwared -> forwarded,fix,typo fix: forwared -> forwarded,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,未分类,0.5
2282,Add to ERC1155 doc and minor fixes,fix,add to erc1155 doc and minor fixes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,算术问题,2.0
